method,nll,brier,accuracy,rps,population_wd,rows
pe_history,1.52541161879793,0.7687294722791559,0.3167130919220056,0.1701916716573361,0.13705779766271844,3590
pe_demographic_behavior,1.542596451987463,0.7738175986167236,0.3041782729805014,0.170331740517249,0.13787240816901733,3590
pe_shuffled_behavior,1.560729818415264,0.7833161203608178,0.27604456824512535,0.17383010745003658,0.14073968997710656,3590
pe_demographic,1.5611643947378848,0.7823945687252775,0.27715877437325903,0.17013755096547725,0.13520296743689833,3590
pe_no_persona,1.5834842256311563,0.7918697932717412,0.23871866295264624,0.17246357365005183,0.14306277663004946,3590
