method,nll,brier,accuracy,rps,population_wd,rows
cross_item_position,1.5371464973304159,0.7739118429250557,0.3203342618384401,0.17520651789555353,0.14806657693380318,3590
demographic_position,1.5405517150356722,0.7751722304275899,0.318941504178273,0.17528289004949657,0.14779627625881164,3590
hist_gbdt,1.4892065848189249,0.7590323992915838,0.3030640668523677,0.16741265971078867,0.12212346758598754,3590
hist_gbdt_llm_hybrid,1.4706456650772217,0.7491370128442223,0.3479108635097493,0.16233814533840712,0.11602322490983068,3590
llm_persona_history_temperature,1.531392962111477,0.7723405041703334,0.3022284122562674,0.16852363530271458,0.1368879463853593,3590
llm_persona_history_uncalibrated,3.9754939563663134,1.1245340602362812,0.3022284122562674,0.24316789905752234,0.20953821198415762,3590
persona_llm_hybrid,1.4997083674974283,0.758518148109507,0.3479108635097493,0.16667962546764242,0.12802994906144308,3590
stat_history_inductive,1.5164897969048554,0.7656430394432029,0.3317548746518106,0.17113855373931144,0.13576884646620888,3590
uniform,1.586812772412269,0.7949303621169921,0.1905292479108635,0.18171309192200555,0.16056352016107506,3590
