method,fold,nll,brier,accuracy,rps,population_wd,rows
personadb_full,4,1.4941006591808652,0.7587878894308174,0.31337047353760444,0.16202129271055343,0.08875848171253276,718
personadb_full_uncalibrated,4,3.1183537546669977,1.075540041846866,0.31337047353760444,0.22343182327713149,0.1255166076870333,718
personadb_history_full,4,1.4722266548215301,0.7495647932718331,0.32172701949860727,0.15872857975850763,0.08575162265655972,718
personadb_history_full_uncalibrated,4,3.1054402945375834,1.0674393199135297,0.32172701949860727,0.22525218093850705,0.13668496376176847,718
personadb_history_retrieval,4,1.5099396585686566,0.7678159008036134,0.33147632311977715,0.16091192376903263,0.08962580357837491,718
personadb_history_retrieval_uncalibrated,4,3.961668279412757,1.1040986789861664,0.33147632311977715,0.2330813514990381,0.15037790023064787,718
personadb_intsum,4,1.565427805855739,0.7871489940946612,0.25348189415041783,0.1740078041323294,0.13456060105585244,718
personadb_intsum_uncalibrated,4,4.997794827338513,1.2660768257606874,0.25348189415041783,0.266746304321413,0.18730207140874588,718
personadb_nojoin,4,1.4941006591808652,0.7587878894308174,0.31337047353760444,0.16202129271055343,0.08875848171253276,718
personadb_nojoin_uncalibrated,4,3.1183537546669977,1.075540041846866,0.31337047353760444,0.22343182327713149,0.1255166076870333,718
