method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,2,1.463173955013,0.7450131337101823,0.2924791086350975,0.15655524633881027,0.12383095792869223,718
pe_demographic_behavior,2,1.4672016577440783,0.7467306770350137,0.29108635097493035,0.15916291567421656,0.13527803496305188,718
pe_demographic_behavior_uncalibrated,2,3.978492578890358,1.1628427551092797,0.29108635097493035,0.27765420737731494,0.25428757385735734,718
pe_demographic_uncalibrated,2,4.096560034037474,1.1643333295744345,0.2924791086350975,0.2646850938460216,0.2295189795491979,718
pe_history,2,1.4708723090051388,0.7497257128921285,0.28551532033426186,0.15898162553470951,0.131403708820714,718
pe_history_uncalibrated,2,4.156627904547406,1.1782983624004213,0.28551532033426186,0.2688260458343863,0.22683539457897475,718
pe_no_persona,2,1.5699881052098292,0.7842709220248899,0.28969359331476324,0.1783733101374046,0.1671719717914965,718
pe_no_persona_uncalibrated,2,4.930764238189617,1.3186239671176565,0.28969359331476324,0.23328619092560735,0.22087997224926642,718
pe_shuffled_behavior,2,1.4866203971548508,0.7547382999837092,0.2966573816155989,0.16201565789315053,0.13603433127842124,718
pe_shuffled_behavior_uncalibrated,2,4.187693402670028,1.1853688936273985,0.2966573816155989,0.2748393486993277,0.22620204506305305,718
