method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,3,1.5465693191986336,0.7839980574188836,0.22284122562674094,0.16825501509607824,0.09594070998415143,718
pe_demographic_behavior,3,1.5419438622993864,0.7849924033885007,0.24930362116991645,0.16758392676212483,0.1014336410208052,718
pe_demographic_behavior_uncalibrated,3,4.19099536381925,1.2180534370483969,0.24930362116991645,0.29218035881661936,0.25604994879779003,718
pe_demographic_uncalibrated,3,4.149283844176976,1.238441631356313,0.22284122562674094,0.2859104854604538,0.25239827403308895,718
pe_history,3,1.5298132918546756,0.7832399276122191,0.27019498607242337,0.16803167089134913,0.10210562982338041,718
pe_history_uncalibrated,3,4.118397245608714,1.1980082846236235,0.27019498607242337,0.28233468632350356,0.22843274815111703,718
pe_no_persona,3,1.5820805596266043,0.7942391658031874,0.2590529247910863,0.16717419509815712,0.10634513024093893,718
pe_no_persona_uncalibrated,3,4.669655635043404,1.2800657796435408,0.2590529247910863,0.24298892004871014,0.2288053311280575,718
pe_shuffled_behavior,3,1.5713857744010846,0.7975643293774909,0.22562674094707522,0.17154863527487405,0.09787679685050969,718
pe_shuffled_behavior_uncalibrated,3,4.4061953437223895,1.2535770822195584,0.22562674094707522,0.2988787307114322,0.2255811826698934,718
