method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,3,1.5935588850240707,0.7973280693872317,0.26323119777158777,0.1704505851370677,0.10319808008909243,718
pe_demographic_behavior,3,1.5746998804706898,0.7891006277468481,0.27158774373259054,0.17025938688234182,0.10979881008510134,718
pe_demographic_behavior_uncalibrated,3,6.297885026641975,1.2929829157504744,0.27158774373259054,0.3049778354794802,0.20473197152628134,718
pe_demographic_uncalibrated,3,5.390900856640176,1.2787286721195588,0.26323119777158777,0.2881930072306825,0.2398022975045358,718
pe_history,3,1.5256082058772442,0.7708496668602449,0.3245125348189415,0.1652987263249557,0.10682245870647733,718
pe_history_uncalibrated,3,5.656366056044297,1.2055225420885363,0.3245125348189415,0.2735848169272567,0.1909235991005862,718
pe_no_persona,3,1.6231936338323563,0.8129998756922889,0.18802228412256267,0.17262465418075096,0.10998282140703705,718
pe_no_persona_uncalibrated,3,6.0452893517810775,1.5325741751886182,0.18802228412256267,0.36883650753288033,0.35484605872903296,718
pe_shuffled_behavior,3,1.5805539717349792,0.7927382049039804,0.24930362116991645,0.1691455628151099,0.1055232640694884,718
pe_shuffled_behavior_uncalibrated,3,6.330580811583872,1.3517426605998968,0.24930362116991645,0.29808160345889834,0.1890987409940872,718
