item,wave,paired_nonmissing,paired_coverage,n_unique,values,min,max,entropy_nats,eligible_closed_choice
CC20_430b_4,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.4932118726959,False
CC20_430b_5,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.4310861021308414,False
CC20_430b_6,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.37331011554330035,False
CC20_430b_7,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.5916986829749453,False
CC20_430b_8,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.3363121588085044,False
CC20_430b_9,target_post,15954,0.30947993249403505,2,"[1.0, 2.0]",1.0,2.0,0.42519083524516044,False
CC20_430c,target_post,15451,0.29972260479913093,281,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 42.0, 45.0, 46.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 57.0]",1.0,1000000.0,3.2983833381913055,False
CC20_431a,target_post,51481,0.9986421213943474,2,"[1.0, 2.0]",1.0,2.0,0.6574293619214674,True
CC20_431b_1,target_post,32579,0.6319761013365405,2,"[1.0, 2.0]",1.0,2.0,0.3326444962175631,True
CC20_431b_2,target_post,32579,0.6319761013365405,2,"[1.0, 2.0]",1.0,2.0,0.6803989719480044,True
CC20_431b_3,target_post,32579,0.6319761013365405,2,"[1.0, 2.0]",1.0,2.0,0.4841238889344722,True
CC20_431b_4,target_post,32579,0.6319761013365405,2,"[1.0, 2.0]",1.0,2.0,0.683894570833119,True
CC20_432a,target_post,51401,0.9970902601307443,2,"[1.0, 2.0]",1.0,2.0,0.15216364187026102,True
CC20_432b_1,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.5237095925545217,False
CC20_432b_10,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.12457227334687944,False
CC20_432b_11,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.48272968158830976,False
CC20_432b_2,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.5388681226781744,False
CC20_432b_3,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.6126819267801191,False
CC20_432b_4,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.3068315787239245,False
CC20_432b_5,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.1979445360318027,False
CC20_432b_6,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.33624635498255834,False
CC20_432b_7,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.36710137298902956,False
CC20_432b_8,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.16920838409956812,False
CC20_432b_9,target_post,1807,0.035052666291633526,2,"[1.0, 2.0]",1.0,2.0,0.1549219708602412,False
CC20_433_dem,target_post,20378,0.3952978603712828,2,"[1.0, 2.0]",1.0,2.0,0.6023440221909337,False
CC20_433_rep,target_post,13800,0.26769606797152334,2,"[1.0, 2.0]",1.0,2.0,0.6264865181712908,False
CC20_433a,target_post,51551,1.0,4,"[1.0, 2.0, 3.0, 4.0]",1.0,4.0,1.2236413278834601,True
CC20_433b,target_post,17343,0.33642412368334274,4,"[1.0, 2.0, 3.0, 8.0]",1.0,8.0,1.2001041683291647,False
CC20_440a,target_post,51522,0.9994374502919439,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.5196935910291782,True
CC20_440b,target_post,50280,0.9753448041745068,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.4821873365804747,True
CC20_440c,target_post,51286,0.994859459564315,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.462667054432695,True
CC20_440d,target_post,51279,0.9947236717037496,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.55926568647491,True
CC20_441a,target_post,51516,0.9993210606971736,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.585283836720143,True
CC20_441b,target_post,51511,0.9992240693681985,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.5585239908207842,True
CC20_441e,target_post,12543,0.24331244786716066,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.356311948312706,False
CC20_441f,target_post,12542,0.24329304960136564,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.3374564286542105,False
CC20_441g,target_post,12542,0.24329304960136564,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.4591431208772558,False
CC20_442a,target_post,51510,0.9992046711024034,2,"[1.0, 2.0]",1.0,2.0,0.6928555252481838,True
CC20_442b,target_post,51526,0.9995150433551241,2,"[1.0, 2.0]",1.0,2.0,0.6929550538665693,True
CC20_442c,target_post,51541,0.9998060173420497,2,"[1.0, 2.0]",1.0,2.0,0.6468518993207031,True
CC20_442d,target_post,51541,0.9998060173420497,2,"[1.0, 2.0]",1.0,2.0,0.6648228101268275,True
CC20_442e,target_post,51512,0.9992434676339935,2,"[1.0, 2.0]",1.0,2.0,0.693130670867145,True
CC20_443_1,target_post,51547,0.9999224069368199,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.5111884701580927,True
CC20_443_2,target_post,51547,0.9999224069368199,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.310291022073197,True
CC20_443_3,target_post,51546,0.9999030086710248,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.320827089725514,True
CC20_443_4,target_post,51547,0.9999224069368199,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.5280875028142706,True
CC20_443_5,target_post,51537,0.9997284242788694,5,"[1.0, 2.0, 3.0, 4.0, 5.0]",1.0,5.0,1.2656084558892589,True
