method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,1,1.5522529412275616,0.7844597865188633,0.25348189415041783,0.1649323981115175,0.12173855963320757,718
pe_demographic_behavior,1,1.5617246354814325,0.7865634799647006,0.23537604456824512,0.17145896952306652,0.14111692365197664,718
pe_demographic_behavior_uncalibrated,1,4.165260474052792,1.2490633776698463,0.23537604456824512,0.2994764755199273,0.2479495972789646,718
pe_demographic_uncalibrated,1,3.8573697213817857,1.2164108083941716,0.25348189415041783,0.2743252558285386,0.20843118923923915,718
pe_history,1,1.525165236797082,0.7712254716791066,0.2785515320334262,0.16619002271000177,0.13023658966349397,718
pe_history_uncalibrated,1,3.372988236659009,1.123616644935961,0.2785515320334262,0.2572994542299443,0.1994274489046462,718
pe_no_persona,1,1.5899622187626228,0.7926673205672152,0.31058495821727017,0.16874685169415723,0.13570956090860853,718
pe_no_persona_uncalibrated,1,4.660710068537845,1.2000964788333008,0.31058495821727017,0.2540819963494371,0.24440234445798154,718
pe_shuffled_behavior,1,1.5437907638831976,0.7787262042482425,0.24373259052924792,0.16774269862255373,0.13249526463966943,718
pe_shuffled_behavior_uncalibrated,1,3.5376456226439887,1.1684702322539462,0.24373259052924792,0.27039641328183334,0.20403869712618677,718
