method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,5,1.427975345596529,0.731429284059238,0.3161559888579387,0.15184116030674677,0.12048890203113548,718
pe_demographic_behavior,5,1.423371798552796,0.7269351932924125,0.32172701949860727,0.15367449270568706,0.1272798725642545,718
pe_demographic_behavior_uncalibrated,5,4.424571618802364,1.1667375221017362,0.32172701949860727,0.2503366366142775,0.23165115356377045,718
pe_demographic_uncalibrated,5,4.8052641507032,1.2453768438214565,0.3161559888579387,0.2627490243097324,0.24940680678098912,718
pe_history,5,1.408618144852908,0.7191008998000769,0.3384401114206128,0.15234516528899003,0.12364815308779656,718
pe_history_uncalibrated,5,4.1038687650600325,1.1379850745273905,0.3384401114206128,0.24467560669113828,0.22328206984211618,718
pe_no_persona,5,1.5600294588649855,0.7777589904966642,0.25069637883008355,0.17397063366360171,0.16921463641863532,718
pe_no_persona_uncalibrated,5,6.531873731151992,1.4220918073570148,0.25069637883008355,0.28213842580379456,0.2814336699012663,718
pe_shuffled_behavior,5,1.431004030407436,0.7288515179568872,0.3231197771587744,0.15519770299294194,0.1286376030371924,718
pe_shuffled_behavior_uncalibrated,5,4.22672360724297,1.1536078236527578,0.3231197771587744,0.24444142463388277,0.22608711061947287,718
