method,fold,nll,brier,accuracy,rps,population_wd,rows
pe_demographic,5,1.5023764007384277,0.7558709328396667,0.33147632311977715,0.1700739481968282,0.1611598734467699,718
pe_demographic_behavior,5,1.4786712698386082,0.7446085572644624,0.3551532033426184,0.165281726393779,0.15120754932369498,718
pe_demographic_behavior_uncalibrated,5,5.891945988418168,1.1767648359698937,0.3551532033426184,0.23334419404537157,0.15195717972255393,718
pe_demographic_uncalibrated,5,5.560330298327569,1.2044522861913913,0.33147632311977715,0.2512452897864865,0.22511163075937077,718
pe_history,5,1.4543744507762357,0.7384485196179961,0.3593314763231198,0.1626966529137825,0.14183000248714128,718
pe_history_uncalibrated,5,4.875144273552437,1.1545998646479687,0.3593314763231198,0.23255478892859086,0.1537487644218013,718
pe_no_persona,5,1.5110746909903385,0.7577755874104724,0.2994428969359331,0.16565061206785767,0.1568608461798383,718
pe_no_persona_uncalibrated,5,5.482100398173238,1.2638283388568166,0.2994428969359331,0.27598771465893135,0.2697219792846986,718
pe_shuffled_behavior,5,1.505883077149076,0.7598968730006254,0.3231197771587744,0.1716503195597225,0.1557820824561082,718
pe_shuffled_behavior_uncalibrated,5,5.3011407933079955,1.2271892573541983,0.3231197771587744,0.24522834575622496,0.14794364052344214,718
