method,fold,nll,brier,accuracy,rps,population_wd,rows
personadb_full,3,1.5533150663499744,0.7848659059445366,0.29108635097493035,0.1681311138636809,0.10863141148640401,718
personadb_full_uncalibrated,3,3.9566134977709115,1.1729541046446255,0.29108635097493035,0.25897032935011655,0.18169711771071978,718
personadb_history_full,3,1.5541698920141234,0.7907092416754149,0.3022284122562674,0.1655637919843818,0.09938992509308767,718
personadb_history_full_uncalibrated,3,4.302949612065946,1.200377432312222,0.3022284122562674,0.2618578338490028,0.22503125721003542,718
personadb_history_retrieval,3,1.5426443749650136,0.7837601489177853,0.3008356545961003,0.16508965836504755,0.10330570685631103,718
personadb_history_retrieval_uncalibrated,3,4.871421176369254,1.2158233101704141,0.3008356545961003,0.25929648384167864,0.1939635824628635,718
personadb_intsum,3,1.5591189364805937,0.7813785460458709,0.26323119777158777,0.16910262127180659,0.10701775249231696,718
personadb_intsum_uncalibrated,3,5.236691670880016,1.2687350447025365,0.26323119777158777,0.2532023537405754,0.16296567747671306,718
personadb_nojoin,3,1.5533150663499744,0.7848659059445366,0.29108635097493035,0.1681311138636809,0.10863141148640401,718
personadb_nojoin_uncalibrated,3,3.9566134977709115,1.1729541046446255,0.29108635097493035,0.25897032935011655,0.18169711771071978,718
